caption,mental_state,language
"Started a blog sharing the wisdom gained through the years, proving that every day is a chance to learn and grow. #SeniorWisdom #Blog ",Normal,English
ख्वाबों का पीछा करते करते खुद को पा लिया।,Happy,Hindi
Feeling blessed for the supportive community in times of need.    ,Stressed,English
Attending a live music concert tonight.            ,Happy,English
"Frustrated fingers tapping on the keyboard, a symphony of anNoyance composing an unsolvable puzzle of unmet expectations. ",Happy,English
"Overwhelmed by the weight of the world, Atlas with trembling shoulders, each responsibility a boulder in the landscape of exhaustion. ",Normal,English
हर दिन एक नई शुरुआत होती है। #नया_सवेरा,Stressed,Hindi
शामें मलंग सी।,Moderately Depressed,Hindi
Accidentally liked my crush's old photo while stalking their profile. Awkward level: Maximum! ,Moderately Depressed,English
"जब सवाल खुद से हो, तो जवाब आईने में छुपा होता है।",Moderately Depressed,Hindi
Enthusiastically diving into a new project.            ,Stressed,English
यादों का कोई हिसाब नहीं होता। 😔 #पुरानी_यादें,Moderately Depressed,Hindi
Reflecting on personal growth achieved through life experiences.  ,Happy,English
"Bought a new video game, played for hours, forgot to eat. The ultimate gaModerate Depressionld Depressionng session. #GamerLife #NoFoodGaModerate Depressionld Depressionng ",Stressed,English
"Lost in the vast sea of information, an indifferent wave in the digital ocean. ",Normal,English
Feeling lonely on a Saturday night. Sometimes solitude hits harder than expected. ,Moderately Depressed,English
Whimsical delight in a world of fairy tales and magical creatures.  ,Normal,English
"Capturing the essence of a bustling market, the photographer freezes moments in time, each frame telling a unique and vibrant story. ",Normal,English
Compassion shown through acts of kindness in the community.,Happy,English
Trying out a new recipe for dinner tonight.        ,Happy,English
"The gymnast's unexpected fall during a routine sparks a wave of sympathy from the audience, highlighting the vulnerability of sports. ",Happy,English
Pure happiness: celebrating a loved one's achievement! ,Normal,English
"तूफ़ानों में तैरना मेरा शौक नहीं, मेरी पहचान है।",Normal,Hindi
Enthusiastically diving into a new project.            ,Severely Depressed,English
गले लगाकर पीठ थपथपाना दुनिया बदलने से कम बड़ा काम नहीं है.,Stressed,Hindi
Compassion in action: supporting a local charity event. ,Stressed,English
"As the credits roll, a profound sense of Nostalgia washes over, reModerate Depressionld Depressionniscent of cherished moments in classic films. ",Sad,English
"Embraced by the hopeful dawn, a gardener sowing seeds of optiModerate Depressionld Depressionsm, tending to the blooms of a brighter tomorrow. ",Happy,English
Reverence for the wonders of nature on a hiking trail.,Stressed,English
Bonjour! Aujourd’hui est une belle journée.,Happy,English
Amar a vida é um presente maravilhoso.,Stressed,English
Sunday bike ride through scenic trails.           ,Stressed,English
"Rocking out to the guitar solos at a Queen tribute concert, a journey back in time with Freddie's spirit. ",Stressed,English
"The bitterness of betrayal, a taste that lingers, staining the palate of trust. ",Moderately Depressed,English
Just adopted a cute furry friend! ???              ,Happy,English
"Gazing at the sunset, a melancholic longing for moments that slip through the fingers of time. ",Normal,English
"आसान नहीं है सपनों का पीछा करना, पर किसे आसान रास्ते चाहिए?",Stressed,Hindi
Amar a vida é um presente maravilhoso.,Normal,English
"मेरा दिल है गुलाबी, सपने हैं रेशमी!",Moderately Depressed,Hindi
हर सुबह खुद को नया पाने की आदत सी हो गई है।,Happy,Hindi
"Bought a new video game, played for hours, forgot to eat. The ultimate gaModerate Depressionld Depressionng session. #GamerLife #NoFoodGaModerate Depressionld Depressionng ",Normal,English
"Organizing a virtual talent show during challenging times, bringing sModerate Depressionld Depressionles to classmates' faces! ",Severely Depressed,English
अपने सपनों को जियो।,Severely Depressed,Hindi
खुद पर भरोसा रखो और आगे बढ़ते रहो 🌟 #प्रेरणा #सपने,Happy,Hindi
"इश्क़ उसकी वो पहली मुस्कान है, जिसे एक बार देख कर दिल पूरी उम्र उसी के नाम हो गया।",Happy,Hindi
Arousal of excitement for an upcoModerate Depressionld Depressionng festival.       ,Happy,English
"C’est la saison des fleurs, profitons-en!",Happy,English
Enthusiastically diving into a new project.            ,Moderately Depressed,English
आज का दिन अच्छा है।,Moderately Depressed,Hindi
तुम्हारी हँसी में मेरी सुकून की कहानी छुपी है।,Happy,Hindi
Ich liebe die Natur und ihre Schönheit.,Moderately Depressed,English
"चॉकलेट सी मिठास और टेडी जैसा आराम, यही है मेरा स्टाइल!",Happy,Hindi
"C’est la saison des fleurs, profitons-en!",Normal,English
"Like a withered rose in the garden of love, petals fall, a silent surrender to time. ",Happy,English
"Devastated, a heart in ruins, the echoes of shattered dreams reverberating in the chambers, a requiem for what once was whole. ",Moderately Depressed,English
"As the credits roll, a profound sense of Nostalgia washes over, reModerate Depressionld Depressionniscent of cherished moments in classic films. ",Happy,English
Ich liebe die Natur und ihre Schönheit.,Normal,English
Hoy me siento lleno de energía y motivación.,Happy,English
हिम्मत हार गया।,Happy,Hindi
Spent hours perfecting a cheModerate Depressionld Depressionstry experiment. Moderate Depressionld Depressionxing potions like a wizard! ,Stressed,English
"जो दिल से उतर गए, वो ख्वाबों में नहीं आते।",Normal,Hindi
"Wrestling with thoughts, a perplexed Moderate Depressionld Depressionnd lost in the labyrinth of life's complexities. ",Happy,English
"La vida es un viaje, disfruta cada momento.",Moderately Depressed,English
"Rocking out to the guitar solos at a Queen tribute concert, a journey back in time with Freddie's spirit. ",Happy,English
Spent hours perfecting a cheModerate Depressionld Depressionstry experiment. Moderate Depressionld Depressionxing potions like a wizard! ,Happy,English
